CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA ABRIL 2025,CANTIDAD EXISTENCIA ALMACêN CDDI ABRIL 2025,CANTIDAD EXISTENCIA ALMACêN CDCH ABRIL 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    ABRIL 2025,MONTO DE EXISTENCIAS ABRIL EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA  MAYO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI MAYO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH MAYO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    MAYO 2025,MONTO DE EXISTENCIAS MAYO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JUNIO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI JUNIO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH JUNIO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    JUNIO 2025,MONTO DE EXISTENCIAS EN JUNIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH JULIO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    JULIO 2025,MONTO DE EXISTENCIAS EN JULIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH AGOSTO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    AGOSTO 2025,MONTO DE EXISTENCIAS EN AGOSTO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH SEPTIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    SEPTIEMBRE 2025,MONTO DE EXISTENCIAS EN SEPTIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH OCTUBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    OCTUBRE 2025,MONTO DE EXISTENCIAS EN OCTUBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH NOVIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    NOVIEMBRE 2025,MONTO DE EXISTENCIAS EN NOVIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH DICIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES DICIEMBRE 2025,MONTO DE EXISTENCIAS EN DICIEMBRE 2025 B/.
101092701,"ACITRETINA, 25 MG, CAPSULA, V.O.",0.00 ,"5,760",0,0,"5,760 ",0.00 ,"5,160",0,0,"5,160",0.00,"5,160",0,0,"5,160",0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092801,"AMOXICILINA 500mg con ACIDO CLAVULµNICO 125mg, tableta, V.O.",0.25 ,"31,328",960,640,"32,928 ","8,232.00 ","18,144","3,360",0,"21,504","5,376.00","17,264",2880,0,"20,144","5,036.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092901,"BICALUTAMIDA, 50MG, TABLETA, V.O.",0.12 ,"2,550",0,0,"2,550 ",306.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093001,"DEFLAZACORT 6mg, tableta, V.O.",0.29 ,560,0,200,760 ,220.40 ,60,80,700,840,243.60,60,0,500,560,162.40,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093301,"GABAPENTINA 300mg, c†psula, V.O.",0.04 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093401,"IRBESARTµN 300mg, tableta, V.O.",0.07 ,"2,610,030",2431920,203790,"5,245,740 ","340,973.10 ","885,060","1,972,020","155,250","3,012,330","195,801.45","885,060",1738620,155250,"2,778,930","180,630.45",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093501,"LINEZOLID 600mg, tableta, V.O.",7.12 ,"9,150",1290,2410,"12,850 ","91,492.00 ","7,150","1,110","2,410","10,670","75,970.40","7,070",1050,2410,"10,530","74,973.60",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093601,"MINOXIDIL 10mg, tableta, V.O.",0.35 ,"40,364",0,6300,"46,664 ","16,285.74 ","69,964","24,300","3,100","97,364","33,980.04","61,464",17500,0,"78,964","27,558.44",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093801,"PROPAFENONA  150mg, tableta, V.O.",0.35 ,"48,180",0,14670,"62,850 ","21,997.50 ","24,780","4,440",0,"29,220","10,227.00","15,600",0,0,"15,600","5,460.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094001,"SIROLIMUS 1mg, tableta, V.O.",9.41 ,"8,200",0,800,"9,000 ","84,690.00 ","5,700",500,200,"6,400","60,224.00","5,700",300,200,"6,200","58,342.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094101,"TACROLIMUS 1mg, c†psula, V.O.",3.76 ,"125,000",0,11200,"136,200 ","512,112.00 ","38,500","8,000","8,200","54,700","205,672.00","38,500",900,3400,"42,800","160,928.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094201,"TALIDOMIDA, 100mg, tableta, V.O.",1.09 ,"22,700",0,0,"22,700 ","24,743.00 ","17,200",100,0,"17,300","18,857.00","15,200",100,0,"15,300","16,677.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094301,"TOPIRAMATO, 100MG, TABLETA, V.O.",0.09 ,"9,700",1900,0,"11,600 ",997.60 ,"2,200",0,0,"2,200",189.20,"2,200",0,0,"2,200",189.20,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094401,"TRETINO÷NA (ACIDO RETINOICO) 10mg, c†psula, V.O.",3.93 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094501,"VALGANCICLOVIR  450mg, tableta, V.O.",7.77 ,0,0,0,0 ,0.00 ,730,120,0,850,"6,604.50",430,120,0,550,"4,273.50",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094701,"CINACALCET HIDROCLORURO, 30mg, tableta, V.O.",1.14 ,"77,690",0,3360,"81,050 ","92,397.00 ","60,270","5,600","2,464","68,334","77,900.76","60,270",3836,0,"64,106","73,080.84",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101095601,"DEFERASIROX 125mg, tableta dispersable, V.O.",9.95 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101095701,"DEFERASIROX 250mg, tableta dispersable, V.O.",12.08 ,588,0,0,588 ,"7,103.04 ",588,0,0,588,"7,103.04",588,0,0,588,"7,103.04",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101095801,"DEFERASIROX 500mg, tableta dispersable, V.O.",6.29 ,"1,596",150,0,"1,746 ","10,977.10 ",872,150,0,"1,022","6,425.31","12,096",30,0,"12,126","76,236.16",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096001,"NILOTINIB, 200mg, c†psula, V.O.",42.00 ,"29,460",5824,784,"36,068 ","1,514,856.00 ","75,268","9,296","4,144","88,708","3,725,736.00","77,616",7504,3024,"88,144","3,702,048.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096101,"DASATINIB 70mg, tableta, V.O.",13.50 ,720,0,0,720 ,"9,720.00 ",720,0,0,720,"9,720.00","2,820",0,0,"2,820","38,070.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096301,"PERINDOPRIL, 5MG, TABLETA, V.O.",0.48 ,"3,840,400",0,864200,"4,704,600 ","2,258,208.00 ","2,114,400","784,500","582,900","3,481,800","1,671,264.00","2,061,400",568000,556400,"3,185,800","1,529,184.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096501,"QUETIAPINA FUMARATO, 200mg, tableta, V.O.",0.06 ,"4,300",0,0,"4,300 ",258.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096601,"IVERMECTINA 6mg, tableta, V.O.",0.20 ,"3,312",1080,4128,"8,520 ","1,686.96 ",960,0,"3,408","4,368",864.86,360,0,3360,"3,720",736.56,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096801,"TENOFOVIR DISOPROXIL FUMARATO 300mg, equivalente a 245mg de TENOFOVIR DISOPROXILO , tableta, V.O.",0.47 ,"11,340",0,1890,"13,230 ","6,178.41 ","9,900",0,"1,890","11,790","5,505.93","9,900",0,1890,"11,790","5,505.93",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096901,"RALTEGRAVIR 400mg, tableta, V.O.",2.99 ,,,,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097001,"EMTRICITABINA 200mg/ TENOFOVIR 300mg, tableta, V.O.",0.25 ,"36,150",210,870,"37,230 ","9,307.50 ","34,440",150,870,"35,460","8,865.00","34,440",150,870,"35,460","8,865.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097101,"SEVELAMER CARBONATO 800mg, tableta, V.O.",0.30 ,"376,650",0,0,"376,650 ","112,618.35 ",0,"27,000",0,"27,000","8,073.00",0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097201,"OXICODONA CLORHIDRATO, 10mg, tableta de liberaci¢n prolongada, V.O.",1.70 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097301,"OXICODONA CLORHIDRATO, 20MG TABLETA DE LIBERACION PROLONGADA, V.O.",2.89 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097401,"VORICONAZOL 200mg, tableta, V.O.",5.35 ,"4,710",0,240,"4,950 ","26,482.50 ","4,710",0,0,"4,710","25,198.50","4,560",0,0,"4,560","24,396.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097501,"ABACAVIR 300mg, tableta, V.O.",0.56 ,"2,880",3780,0,"6,660 ","3,729.60 ","9,060","3,780",0,"12,840","7,190.40","8,280",3780,0,"12,060","6,753.60",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097601,"TIZANIDINA CLORHIDRATO 4mg, tableta, V.O.",0.83 ,"143,900",0,20000,"163,900 ","136,037.00 ","24,480","2,000","7,000","33,480","27,788.40","28,480",0,3000,"31,480","26,128.40",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097701,"PANCREATINA, 150mg, equivalente a: Lipasa 10,000U, Amilasa 8,000U, Proteasa 600U, c†psula, V.O.",0.79 ,"13,540",0,3680,"17,220 ","13,603.80 ","75,360","5,820","7,840","89,020","70,325.80","57,000",2020,6760,"65,780","51,966.20",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097801,"PRAMIPEXOL, 0.25 MG, TABLETA RANURADA, V.O.",0.55 ,0,0,21840,"21,840 ","12,012.00 ",0,0,"9,750","9,750","5,362.50",0,0,8550,"8,550","4,702.50",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097901,"PRAMIPEXOL, 1.0  MG, TABLETA RANURADA, V.O.",0.65 ,"30,750",510,0,"31,260 ","20,319.00 ","11,730","4,260",0,0,0.00,"6,180",2700,0,"8,880","5,772.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101098001,"ACIDO ALENDRONICO (ALENDRONATO SODICO TRIHIDRATADO) 70mg, tableta, V.O.",0.51 ,0,2392,1500,"3,892 ","1,984.92 ","27,088","1,192","1,292","29,572","15,081.72","26,968",368,1232,"28,568","14,569.68",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101098901,"FINGOLIMOD 0.5mg, c†psula, V.O.",48.67 ,"19,264",1708,588,"21,560 ","1,049,325.20 ","18,788","1,512",0,"20,300","988,001.00","18,788",1456,0,"20,244","985,275.48",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101099501,"EVEROLIMUS 0.5mg, tableta, V.O.",5.70 ,"19,620",2820,480,"22,920 ","130,644.00 ","19,620","1,020",480,"21,120","120,384.00","19,260",0,300,"19,560","111,492.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101099601,"CABERGOLINA, 0.5MG, TABLETA V.O.",1.90 ,"4,024",1976,1528,"7,528 ","14,303.20 ","3,632","1,512",976,"6,120","11,628.00","3,632",1064,1056,"5,752","10,928.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101099901,"ABIRATERONA 250mg, tableta, V.O.",2.49 ,"45,600",0,0,"45,600 ","113,544.00 ",120,"2,280","7,320","9,720","24,202.80","7,320",840,204,"8,364","20,826.36",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100001,"LENALIDOMIDA 10mg, tableta o c†psula, V.O.",51.54 ,"1,386",0,0,"1,386 ","71,434.44 ","2,394",63,210,"2,667","137,457.18","2,394",21,42,"2,457","126,633.78",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100101,"LENALIDOMIDA 25mg, tableta o c†psula, V.O.",53.54 ,0,168,0,168 ,"8,994.72 ",0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100201,"DAPSONA 100mg, tableta, V.O.",0.97 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100901,"DULOXETINA, 60mg, capsula o tableta, V.O.",1.53 ,"240,072",6356,22008,"268,436 ","411,243.95 ","202,412",0,"14,308","216,720","332,015.04","191,660",0,12908,"204,568","313,398.18",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101001,"ESCITALOPRAM 10mg, tableta, V.O",0.08 ,"46,470",26910,15750,"89,130 ","7,130.40 ","14,400",0,"2,250","16,650","1,332.00","14,400",0,2250,"16,650","1,332.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101101,"NILOTINIB, 150mg, c†psula, V.O.",42.00 ,"2,688",0,0,"2,688 ","112,896.00 ",672,0,0,672,"28,224.00",672,0,0,672,"28,224.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101201,"PARICALCITOL 2mcg capsula, V.O.",11.22 ,"13,590",240,0,"13,830 ","155,172.60 ",240,0,"1,800","2,040","22,888.80",240,0,900,"1,140","12,790.80",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101301,"ZOLPIDEM, 6.25mg, tableta de liberacion prolongada, V.O.",1.94 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101401,"ZOLPIDEM, 12.5MG, TABLETA DE LIBERACI‡N PROLONGADA, V.O.",1.96 ,"6,118",0,0,"6,118 ","11,991.28 ","3,318",0,0,"3,318","6,503.28","3,318",0,0,"3,318","6,503.28",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101104301,"BICTEGRAVIR 50mg/EMTRICITABINA 200mg/TENOFOVIR 25mg C†psula o Comprimido, V.O.",2.97 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101104601,"FLUCONAZOL 150-200mg, tableta o c†psula, V.O.",0.21 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102000702,"METOCLOPRAMIDA 5mg/ml, soluci¢n, I.M., I.V.",0.11 ,"116,399",8064,0,"124,463 ","13,690.93 ","49,733","9,764","26,994","86,491","9,514.01","49,733",8804,26994,"85,531","9,408.41",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102000901,"AGUA ESTERIL, para inyectable, vial o bolsa multiuso con sello de seguridad, 50-100ml.",1.27 ,0,0,0,0 ,0.00 ,0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102001302,"FLUFENAZINA DECANOATO 25mg/ml, soluci¢n, I.M.",6.44 ,"4,340",0,10,"4,350 ","28,014.00 ","3,310",140,50,"3,500","22,540.00","2,878",140,50,"3,068","19,757.92",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102001901,"INMUNOGLOBULINA ANTID HUMANA 125150mcg/ml o su equivalente en UI, soluci¢n, vial I.M.",50.00 ,71,18,0,89 ,"4,450.00 ",30,17,0,47,"2,350.00",30,17,0,47,"2,350.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102002101,"DIFENHIDRAMINA 10mg/ml, soluci¢n, I.M., I.V.",0.90 ,"40,823",0,5815,"46,638 ","41,974.20 ","30,919",95,"2,250","33,264","29,937.60","27,819",0,2150,"29,969","26,972.10",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102002701,"ESCOPOLAMINA BUTILBROMURO (HIOSCINA) 20mg/ml, soluci¢n, I.M., I.V.",0.33 ,"3,900",2949,0,"6,849 ","2,260.17 ",0,249,0,249,82.17,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102003001,"CALCIO GLUCONATO 10%, soluci¢n, I.V.",0.75 ,"48,216",0,1242,"49,458 ","37,093.50 ","42,067",900,250,"43,217","32,412.75","41,767",450,50,"42,267","31,700.25",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102003801,"CLORFENIRAMINA MALEATO 10mg/ml,  soluci¢n, I.M., I.V.",0.35 ,"28,303",855,5175,"34,333 ","11,982.22 ","14,642",755,600,"15,997","5,582.95","10,617",0,600,"11,217","3,914.73",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004401,"DEXAMETASONA FOSFATO S‡DICO (LIBRE DE ALCOHOL BENC÷LICO) 4mg/ml, soluci¢n, I.M., I.V.",0.30 ,"116,440",1000,4900,"122,340 ","36,824.34 ","38,680","7,000","2,000","47,680","14,351.68","28,580",4100,1000,"33,680","10,137.68",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004601,"DEXTROSA EN AGUA, al 5% en SOLUCI‡N SALINA al 0.9%, soluci¢n, envase pl†stico (bolsa o frasco) con equipo adaptable desechable para Infusi¢n Intravenosa, 500ml.",0.57 ,120,0,0,120 ,68.40 ,"6,717",408,"2,078","9,203","5,245.71","6,693",0,1214,"7,907","4,506.99",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004701,"DEXTROSA EN AGUA, al 5% en SOLUCI‡N SALINA al 0.9%, soluci¢n, envase pl†stico (bolsa o frasco), con equipo adaptable desechable para Infusi¢n Intravenosa, 1,000ml.",0.69 ,"33,578",0,2004,"35,582 ","24,551.58 ","29,312",420,864,"30,596","21,111.24","29,312",360,864,"30,536","21,069.84",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004801,"DEXTROSA EN AGUA, al 5%, soluci¢n, envase pl†stico (bolsa o frasco), con equipo adaptable desechable para Infusi¢n Intravenosa, 500ml.",0.67 ,"17,125",0,0,"17,125 ","11,473.75 ","2,037","1,440","2,741","6,218","4,166.06","2,037",978,2304,"5,319","3,563.73",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004901,"DEXTROSA EN AGUA, al 5%, soluci¢n, envase pl†stico (bolsa o frasco), con equipo adaptable desechable para Infusi¢n intravenosa, 1,000ml.",1.23 ,"71,483",150,1476,"73,109 ","89,924.07 ","66,539",477,840,"67,856","83,462.88","66,539",429,360,"67,328","82,813.44",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102005001,"DEXTROSA EN AGUA, al 10%, soluci¢n, envase pl†stico (bolsa o frasco), con equipo adaptable desechable para Infusi¢n Intravenosa, 500 ml. I.V.",0.64 ,"9,383",0,288,"9,671 ","6,189.44 ","6,916",62,0,"6,978","4,465.92","5,985",0,0,"5,985","3,830.40",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102005302,"DEXTROSA al 50%, soluci¢n, vial o frasco o bolsa, 50-100ml, I.V.",0.57 ,"21,238",0,0,"21,238 ","12,105.66 ","25,605",0,0,"25,605","14,594.85","5,689",0,4900,"10,589","6,035.73",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102005901,"EFEDRINA SULFATO 25-60mg/ml, soluci¢n,  I.V.",5.35 ,"5,290",1150,1400,"7,840 ","41,944.00 ","5,290",950,900,"7,140","38,199.00","5,190",950,900,"7,040","37,664.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102007401,"NALOXONA 0.4mg/ml, soluci¢n, I.M., I.V., S.C.",1.78 ,493,85,0,578 ,"1,028.84 ",440,85,0,525,934.50,440,85,0,525,934.50,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102008501,"BLEOMICINA SULFATO 15U,  polvo liofilizado, S.C., I.M., I.V.",59.50 ,"1,185",0,0,"1,185 ","70,507.50 ","1,039",0,0,"1,039","61,820.50","1,019",0,0,"1,019","60,630.50",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102008901,"DOXORUBICINA CLORHIDRATO 10mg-50mg, polvo liofilizado o soluci¢n, I.V.",5.22 ,"1,200",0,0,"1,200 ","6,264.00 ",0,0,0,0,0.00,0,0,0,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102009401,"RINGER LACTATO, soluci¢n, envase pl†stico (bolsa o frasco), con equipo adaptable desechable para Infusi¢n Intravenosa 1,000ml.",0.71 ,"98,325",0,4182,"102,507 ","72,779.97 ","161,229","1,170","1,758","164,157","116,551.47","156,321",0,810,"157,131","111,563.01",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102010701,"RINGER LACTATO, soluci¢n, envase pl†stico (bolsa o frasco), con equipo adaptable desechable para Infusi¢n Intravenosa, 500ml.",0.59 ,"17,293",29057,9046,"55,396 ","32,683.64 ",25,"26,273","4,162","30,460","17,971.40",25,20552,2434,"23,011","13,576.49",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102011701,"MAGNESIO SULFATO 10%, soluci¢n, I.V.",0.21 ,"6,385",1570,0,"7,955 ","1,670.55 ",0,0,0,0,0.00,"31,200",0,0,"31,200","6,552.00",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102011801,"PETIDINA (MEPERIDINA) 50mg/ml, soluci¢n, I.M., I.V.",2.22 ,"18,721",3600,400,"22,721 ","50,440.62 ","18,721","3,600",400,"22,721","50,440.62","18,716",3600,400,"22,716","50,429.52",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
