CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA ENERO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI ENERO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH ENERO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    ENERO 2025,MONTO DE EXISTENCIAS ENERO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA FEBRERO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI FEBRERO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH FEBRERO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    FEBRERO 2025,MONTO DE EXISTENCIAS FEBRERO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA MARZO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI MARZO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH MARZO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    MARZO 2025,MONTO DE EXISTENCIAS MARZO EN B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI JULIO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH JULIO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    JULIO 2025,MONTO DE EXISTENCIAS EN JULIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDDI AGOSTO 2025,CANTIDAD EXISTENCIA ALMACêN CDCH AGOSTO 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    AGOSTO 2025,MONTO DE EXISTENCIAS EN AGOSTO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI SEPTIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH SEPTIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    SEPTIEMBRE 2025,MONTO DE EXISTENCIAS EN SEPTIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI OCTUBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH OCTUBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    OCTUBRE 2025,MONTO DE EXISTENCIAS EN OCTUBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI NOVIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH NOVIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES    NOVIEMBRE 2025,MONTO DE EXISTENCIAS EN NOVIEMBRE B/.,CANTIDAD EXISTENCIA ALMACêN CDPA DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDDI DICIEMBRE 2025,CANTIDAD EXISTENCIA ALMACêN CDCH DICIEMBRE 2025,TOTAL DE EXISTENCIAS  DISPONIBLES DICIEMBRE 2025,MONTO DE EXISTENCIAS EN DICIEMBRE 2025 B/.
101091001,"INDAPAMIDA 1.5mg, tableta de acci¢n prolongada, V.O.",0.04 ,"1,567,410 ",0 ,"68,400 ","1,635,810 ",62160.78 ,"157,830",150000,102000,"409,830 ","15,573.54","1,844,490",0,6000,"1,850,490 ","70,318.62 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091101,"DEXAMETASONA 4mg, tableta, V.O.",0.16 ,"30,700 ",0 ,400 ,"31,100 ",4976.00 ,"20,500",1000,600,"22,100 ","3,536.00","16,900",400,400,"17,700 ","2,832.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091401,"OLANZAPINA 10mg, tableta o tableta dispersable, V.O.",0.09 ,"143,190 ","73,440 ","6,030 ","222,660 ",20039.40 ,"108,360",58680,15600,"182,640 ","16,437.60","83,280",46500,12450,"142,230 ","12,800.70 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091601,"IMATINIB MESILATO 100mg, c†psula o tableta, V.O.",2.73 ,"5,160 ",0 ,0 ,"5,160 ",14086.80 ,"1,560",0,0,"1,560 ","4,258.80",960,0,0,960 ,"2,620.80 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101091901,"CAPECITABINA, 500MG, TABLETA O CµPSULA, V.O.",0.02 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092001,"LETROZOL 2.5mg, tableta, V.O.",0.67 ,"7,080 ","2,340 ","2,520 ","11,940 ",7999.80 ,"6,160",2250,2520,"10,930 ","7,323.10","5,130",1860,2520,"9,510 ","6,371.70 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092101,"LISINOPRIL,  20mg, tableta, V.O.",0.06 ,0 ,0 ,0 ,0 ,0.00 ,"1,791,100",40000,0,"1,831,100 ","109,866.00","810,600",8300,0,"818,900 ","49,134.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092301,"IMATINIB MESILATO 400mg, c†psula o tableta, V.O.",1.50 ,"82,200 ",90 ,"1,560 ","83,850 ",125775.00 ,"69,960",600,3720,"74,280 ","111,420.00","63,960",0,3120,"67,080 ","100,620.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092701,"ACITRETINA, 25 MG, CAPSULA, V.O.",0.00 ,"5,760 ",0 ,0 ,"5,760 ",0.00 ,"5,760",0,0,"5,760 ",0.00,"5,760",0,0,"5,760 ",0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092801,"AMOXICILINA 500mg con ACIDO CLAVULµNICO 125mg, tableta, V.O.",0.25 ,"42,736 ","3,104 ",112 ,"45,952 ",11488.00 ,"38,736",2672,0,"41,408 ","10,352.00","37,856",1472,0,"39,328 ","9,832.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101092901,"BICALUTAMIDA, 50MG, TABLETA, V.O.",0.12 ,0 ,"10,950 ","7,830 ","18,780 ",2253.60 ,0,5010,6600,"11,610 ","1,393.20",0,3090,6510,"9,600 ","1,152.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093001,"DEFLAZACORT 6mg, tableta, V.O.",0.29 ,"2,960 ","3,350 ",160 ,"6,470 ",1876.30 ,"2,360",3140,400,"5,900 ","1,711.00","1,160",0,0,"1,160 ",336.40 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093301,"GABAPENTINA 300mg, c†psula, V.O.",0.04 ,0 ,0 ,0 ,0 ,0.00 ,"523,400",160000,0,"683,400 ","30,069.60",0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093401,"IRBESARTµN 300mg, tableta, V.O.",0.07 ,"5,947,140 ","3,839,700 ","1,101,510 ","10,888,350 ",707742.75 ,"4,929,540",3315120,567000,"8,811,660 ","572,757.90","4,319,940",2176770,543000,"7,039,710 ","457,581.15 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093501,"LINEZOLID 600mg, tableta, V.O.",7.12 ,"12,230 ","1,850 ","2,620 ","16,700 ",118904.00 ,"10,930",1670,2410,"15,010 ","106,871.20","9,870",1550,2410,"13,830 ","98,469.60 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093601,"MINOXIDIL 10mg, tableta, V.O.",0.35 ,"38,564 ",0 ,"9,500 ","48,064 ",16774.34 ,"64,064",6000,17000,"87,064 ","30,385.34","56,064",0,15800,"71,864 ","25,080.54 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101093801,"PROPAFENONA  150mg, tableta, V.O.",0.35 ,"89,250 ","6,510 ","45,090 ","140,850 ",49297.50 ,"72,270",6000,28410,"106,680 ","37,338.00","66,180",0,26310,"92,490 ","32,371.50 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094001,"SIROLIMUS 1mg, tableta, V.O.",9.41 ,"16,800 ",100 ,"1,200 ","18,100 ",170321.00 ,"16,300",400,1000,"17,700 ","166,557.00","16,300",100,1000,"17,400 ","163,734.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094101,"TACROLIMUS 1mg, c†psula, V.O.",3.76 ,"84,800 ","32,650 ","13,600 ","131,050 ",492748.00 ,"16,800",22550,13600,"52,950 ","199,092.00","90,800",5850,12100,"108,750 ","408,900.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094201,"TALIDOMIDA, 100mg, tableta, V.O.",1.09 ,"10,900 ",0 ,0 ,"10,900 ",11881.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094301,"TOPIRAMATO, 100MG, TABLETA, V.O.",0.09 ,"79,400 ","13,000 ","25,000 ","117,400 ",10096.40 ,"26,800",11700,7800,"46,300 ","3,981.80","19,800",6300,6300,"32,400 ","2,786.40 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094401,"TRETINO÷NA (ACIDO RETINOICO) 10mg, c†psula, V.O.",3.93 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094501,"VALGANCICLOVIR  450mg, tableta, V.O.",7.77 ,0 ,60 ,0 ,60 ,466.20 ,0,120,0,120 ,932.40,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101094701,"CINACALCET HIDROCLORURO, 30mg, tableta, V.O.",1.14 ,"112,448 ","3,164 ","6,888 ","122,500 ",139650.00 ,"90,804",2884,5600,"99,288 ","113,188.32","87,500",532,4760,"92,792 ","105,782.88 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101095601,"DEFERASIROX 125mg, tableta dispersable, V.O.",9.95 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101095701,"DEFERASIROX 250mg, tableta dispersable, V.O.",12.08 ,476 ,0 ,0 ,476 ,5750.08 ,196,0,0,196 ,"2,367.68",196,0,0,196 ,"2,367.68 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101095801,"DEFERASIROX 500mg, tableta dispersable, V.O.",6.29 ,0 ,300 ,0 ,300 ,1886.10 ,0,150,0,150 ,943.05,0,150,0,150 ,943.05 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096001,"NILOTINIB, 200mg, c†psula, V.O.",42.00 ,"75,268 ",784 ,"1,792 ","77,844 ",3269448.00 ,"46,484",10640,0,"57,124 ","2,399,208.00","38,420",8176,0,"46,596 ","1,957,032.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096101,"DASATINIB 70mg, tableta, V.O.",13.50 ,"1,560 ",0 ,0 ,"1,560 ",21060.00 ,720,0,0,720 ,"9,720.00",720,0,0,720 ,"9,720.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096301,"PERINDOPRIL, 5MG, TABLETA, V.O.",0.48 ,"4,106,400 ",0 ,0 ,"4,106,400 ",1971072.00 ,"2,042,200",238500,85600,"2,366,300 ","1,135,824.00","1,128,200",0,0,"1,128,200 ","541,536.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096501,"QUETIAPINA FUMARATO, 200mg, tableta, V.O.",0.06 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,"263,400",0,0,"263,400 ","15,804.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096601,"IVERMECTINA 6mg, tableta, V.O.",0.20 ,"4,416 ","9,600 ","6,888 ","20,904 ",4138.99 ,"1,680",6216,6000,"13,896 ","2,751.41","4,272",1872,5952,"12,096 ","2,395.01 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096801,"TENOFOVIR DISOPROXIL FUMARATO 300mg, equivalente a 245mg de TENOFOVIR DISOPROXILO , tableta, V.O.",0.47 ,"12,090 ",0 ,"1,890 ","13,980 ",6528.66 ,"12,090",0,1890,"13,980 ","6,528.66","12,090",0,1890,"13,980 ","6,528.66 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101096901,"RALTEGRAVIR 400mg, tableta, V.O.",2.99 ,"58,620 ",480 ,0 ,"59,100 ",176709.00 ,"44,280",480,0,"44,760 ","133,832.40","44,280",0,0,"44,280 ","132,397.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097001,"EMTRICITABINA 200mg/ TENOFOVIR 300mg, tableta, V.O.",0.25 ,"24,870 ",120 ,"1,770 ","26,760 ",6690.00 ,"24,870",0,870,"25,740 ","6,435.00","36,450",240,870,"37,560 ","9,390.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097101,"SEVELAMER CARBONATO 800mg, tableta, V.O.",0.30 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097201,"OXICODONA CLORHIDRATO, 10mg, tableta de liberaci¢n prolongada, V.O.",1.70 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097301,"OXICODONA CLORHIDRATO, 20MG TABLETA DE LIBERACION PROLONGADA, V.O.",2.89 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097401,"VORICONAZOL 200mg, tableta, V.O.",5.35 ,"7,770 ",210 ,0 ,"7,980 ",42693.00 ,"6,420",180,330,"6,930 ","37,075.50","5,100",180,330,"5,610 ","30,013.50 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097501,"ABACAVIR 300mg, tableta, V.O.",0.56 ,"3,060 ","3,780 ",0 ,"6,840 ",3830.40 ,"3,060",3780,0,"6,840 ","3,830.40","3,060",3780,0,"6,840 ","3,830.40 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097601,"TIZANIDINA CLORHIDRATO 4mg, tableta, V.O.",0.83 ,"561,960 ",0 ,"11,000 ","572,960 ",475556.80 ,"633,960",50000,30000,"713,960 ","592,586.80","368,860",50000,15000,"433,860 ","360,103.80 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097701,"PANCREATINA, 150mg, equivalente a: Lipasa 10,000U, Amilasa 8,000U, Proteasa 600U, c†psula, V.O.",0.79 ,"5,360 ",0 ,"8,500 ","13,860 ",10949.40 ,"38,840",10100,9180,"58,120 ","45,914.80","31,900",2500,9080,"43,480 ","34,349.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097801,"PRAMIPEXOL, 0.25 MG, TABLETA RANURADA, V.O.",0.55 ,"4,560 ",0 ,"39,690 ","44,250 ",24337.50 ,0,4560,34590,"39,150 ","21,532.50",0,0,31440,"31,440 ","17,292.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101097901,"PRAMIPEXOL, 1.0  MG, TABLETA RANURADA, V.O.",0.65 ,"18,480 ",0 ,"4,800 ","23,280 ",15132.00 ,"5,760",3120,7320,"16,200 ","10,530.00","5,760",0,4920,"10,680 ","6,942.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101098001,"ACIDO ALENDRONICO (ALENDRONATO SODICO TRIHIDRATADO) 70mg, tableta, V.O.",0.51 ,"4,772 ",0 ,20 ,"4,792 ",2443.92 ,"1,600",2296,0,"3,896 ","1,986.96",160,0,0,160 ,81.60 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101098901,"FINGOLIMOD 0.5mg, c†psula, V.O.",48.67 ,"10,640 ","2,268 ",0 ,"12,908 ",628232.36 ,"8,428",1988,812,"11,228 ","546,466.76","19,600",1904,812,"22,316 ","1,086,119.72 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101099501,"EVEROLIMUS 0.5mg, tableta, V.O.",5.70 ,"19,260 ","9,000 ",0 ,"28,260 ",161082.00 ,"4,740",7200,480,"12,420 ","70,794.00","1,620",4140,480,"6,240 ","35,568.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101099601,"CABERGOLINA, 0.5MG, TABLETA V.O.",1.90 ,0 ,"4,408 ","2,808 ","7,216 ",13710.40 ,"8,536",3248,2096,"13,880 ","26,372.00","6,880",2696,2072,"11,648 ","22,131.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101099901,"ABIRATERONA 250mg, tableta, V.O.",2.49 ,"5,280 ",0 ,"4,920 ","10,200 ",25398.00 ,0,0,0,0 ,0.00,"81,120",0,0,"81,120 ","201,988.80 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100001,"LENALIDOMIDA 10mg, tableta o c†psula, V.O.",51.54 ,"3,738 ",0 ,0 ,"3,738 ",192656.52 ,"3,549",0,0,"3,549 ","182,915.46","3,150",0,0,"3,150 ","162,351.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100101,"LENALIDOMIDA 25mg, tableta o c†psula, V.O.",53.54 ,"4,599 ",546 ,0 ,"5,145 ",275463.30 ,"1,155",420,0,"1,575 ","84,325.50",0,336,0,336 ,"17,989.44 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100201,"DAPSONA 100mg, tableta, V.O.",0.97 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101100901,"DULOXETINA, 60mg, capsula o tableta, V.O.",1.53 ,"341,292 ","19,992 ","57,232 ","418,516 ",641166.51 ,"308,728",4452,42168,"355,348 ","544,393.14","279,160",0,32648,"311,808 ","477,689.86 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101001,"ESCITALOPRAM 10mg, tableta, V.O",0.08 ,"178,920 ","4,110 ","1,620 ","184,650 ",14772.00 ,"231,630",22080,18000,"271,710 ","21,736.80","193,440",0,16200,"209,640 ","16,771.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101101,"NILOTINIB, 150mg, c†psula, V.O.",42.00 ,"1,120 ",0 ,0 ,"1,120 ",47040.00 ,560,0,0,560 ,"23,520.00","5,600",0,0,"5,600 ","235,200.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101201,"PARICALCITOL 2mcg capsula, V.O.",11.22 ,0 ,0 ,0 ,0 ,0.00 ,"4,170",3960,1200,"9,330 ","104,682.60",300,1740,0,"2,040 ","22,888.80 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101301,"ZOLPIDEM, 6.25mg, tableta de liberacion prolongada, V.O.",1.94 ,"17,003 ",0 ,0 ,"17,003 ",32985.82 ,"17,003",0,0,"17,003 ","32,985.82","17,003",0,0,"17,003 ","32,985.82 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101101401,"ZOLPIDEM, 12.5MG, TABLETA DE LIBERACI‡N PROLONGADA, V.O.",1.96 ,"20,398 ",0 ,0 ,"20,398 ",39980.08 ,"17,948",0,0,"17,948 ","35,178.08","10,318",0,0,"10,318 ","20,223.28 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101104301,"BICTEGRAVIR 50mg/EMTRICITABINA 200mg/TENOFOVIR 25mg C†psula o Comprimido, V.O.",2.97 ,"44,520 ","6,300 ",0 ,"50,820 ",150935.40 ,"41,520",3300,0,"44,820 ","133,115.40","223,260",0,0,"223,260 ","663,082.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
101104601,"FLUCONAZOL 150-200mg, tableta o c†psula, V.O.",0.21 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102000702,"METOCLOPRAMIDA 5mg/ml, soluci¢n, I.M., I.V.",0.11 ,0 ,0 ,0 ,0 ,0.00 ,"39,306",9972,0,"49,278 ","5,420.58","31,500",7158,600,"39,258 ","4,318.38 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102000901,"AGUA ESTERIL, para inyectable, vial o bolsa multiuso con sello de seguridad, 50-100ml.",1.27 ,"11,972 ","1,361 ",0 ,"13,333 ",16932.91 ,353,369,0,722 ,916.94,0,0,0,0 ,0.00 ,,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102001302,"FLUFENAZINA DECANOATO 25mg/ml, soluci¢n, I.M.",6.44 ,"6,980 ",47 ,40 ,"7,067 ",45511.48 ,"5,530",0,134,"5,664 ","36,476.16","5,340",0,44,"5,384 ","34,672.96 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102001901,"INMUNOGLOBULINA ANTID HUMANA 125150mcg/ml o su equivalente en UI, soluci¢n, vial I.M.",50.00 ,96 ,29 ,0 ,125 ,6250.00 ,91,28,0,119 ,"5,950.00",91,23,0,114 ,"5,700.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102002101,"DIFENHIDRAMINA 10mg/ml, soluci¢n, I.M., I.V.",0.90 ,"58,882 ",875 ,"3,600 ","63,357 ",57021.30 ,"44,143",185,6495,"50,823 ","45,740.70","43,793",0,6595,"50,388 ","45,349.20 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102002701,"ESCOPOLAMINA BUTILBROMURO (HIOSCINA) 20mg/ml, soluci¢n, I.M., I.V.",0.33 ,0 ,0 ,0 ,0 ,0.00 ,0,0,0,0 ,0.00,"22,680",1704,1560,"25,944 ","8,561.52 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102003001,"CALCIO GLUCONATO 10%, soluci¢n, I.V.",0.75 ,"56,179 ",824 ,767 ,"57,770 ",43327.50 ,"54,604",617,560,"55,781 ","41,835.75","54,487",1,360,"54,848 ","41,136.00 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102003801,"CLORFENIRAMINA MALEATO 10mg/ml,  soluci¢n, I.M., I.V.",0.35 ,"15,330 ","2,000 ","3,375 ","20,705 ",7226.05 ,"25,000",2990,3475,"31,465 ","10,981.29","22,950",1250,3175,"27,375 ","9,553.88 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004401,"DEXAMETASONA FOSFATO S‡DICO (LIBRE DE ALCOHOL BENC÷LICO) 4mg/ml, soluci¢n, I.M., I.V.",0.30 ,"68,400 ","10,000 ",0 ,"78,400 ",23598.40 ,"14,000",5000,18450,"37,450 ","11,272.45","9,350",0,11980,"21,330 ","6,420.33 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004601,"DEXTROSA EN AGUA, al 5% en SOLUCI‡N SALINA al 0.9%, soluci¢n, envase pl†stico (bolsa o frasco) con equipo adaptable desechable para Infusi¢n Intravenosa, 500ml.",0.57 ,"1,779 ",0 ,0 ,"1,779 ",1014.03 ,0,0,0,0 ,0.00,"8,451",48,0,"8,499 ","4,844.43 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
102004701,"DEXTROSA EN AGUA, al 5% en SOLUCI‡N SALINA al 0.9%, soluci¢n, envase pl†stico (bolsa o frasco), con equipo adaptable desechable para Infusi¢n Intravenosa, 1,000ml.",0.69 ,"14,905 ",0 ,"1,848 ","16,753 ",11559.57 ,"31,329",816,2328,"34,473 ","23,786.37","43,717",456,1680,"45,853 ","31,638.57 ",,,,0,0.00,,,,0,0.00,,,,0,0.00,,,,0,0.00 ,,,,0,0.00 ,,,,0,0.00 
